"Bindnr";"Brevid";"Tekst"
"1";"622";"Ollum monnum theim sem thetta bref sea eder høyra sendir Einar Endridasson Gulathings oc Bergwinar logman q. g. oc sina kunigt gørande at aa manadagen nøstan efter vare fru messo fyrri anno domini mo cdo nono kom firir røtten firir høidirlega men herra Jacob med gudz naad sem biscup var j Bergwin herra Anbiorn Sunnolfsson prouast (at) apostola kirkiu herra Otte Rømar Peter Olafsson føhyrder oc sysloman j adirsogdum stad Swali Rømar Gun[na]r Kana firir mik radmen oc fløire addra godha men erlegin man oc welboren herra Alf Haraldzson riddare af einne halfuo en af annare erlegin kwinna hustru Sigrid Erlendz dotter k[en]dozst thau bade saman loglega vera firir komen a badær sidor. kørde tha fyrnemfnder herra Alfuer vp a hustru Sigridu efter theim arf oc godze sem efter Hakon Siugurdzson er fallet husbonda hennar var sørlega efter thi godze jordom oc landzskyldom sem fru Katrin jumfru Jngibiorgh oc Siugurder Jonsson oc oll sydzskin erfdo efter fador sin oc modor. spyrdi tha herra Alfuer hustru Sigrido ef hon visse nokor ærfingia annan en fyrnemfnd sydzskin en hon sagde nei firir. krafde herra Alfuer mik doms her vm. domde ek adernemfndan herra Alf Haraldzson fullan oc loglegan vmbodz man fyrnemda sydzskina Siugurd Jonsson røttan erfingia efter Hakon Siugurdzson vm alt that godz sem efter Hakon her fallet haffuer vm fram that godz sydzskin eigo at skipta fyrnemfnd efter fador sin oc modor herra Jon Marteinsson oc fru Agneise efter thi som firir mik kom til thers er annat finzst sannare. Til sannynda her vm setti ek mit jncigle firir thetta bref er gort var j stad a degi oc are sem fyr segir."
"1";"623";"Ollum monnum þæm sem þetta bref sea edar høra sender Þosstein Helghason oc Gløder Olafsson q. g. oc sina mith vilium ydar kunnith gera at mith varom a Hæralande j midgardenom oc inne j setstonne j Suaruastada sonk j Lagardale a Uesfollenne a *suenudagen nesstom firir Marie messo sidare saghom mith oc hørdom a handarbandh Gunnars Þoressonar medar þi skilorde at þaugh heldo handom samman Þiostoluar Olafsson oc Gunildar Þolleifs dotter egin kona hans oc Gunnar j sua matha at þaugh lofuade Gunnare frialssan uegh oc heimollan firir huariom manne til euerdelæga eigw hanom oc hans epter komande. ofuan fra brunne sem liggar firir fyr nemdom garde oc nidar til kuernenne Gunnars sem ligar j samma eighu oc sua oc annan uegen til Skadyna j samma matha. iuir sina eigu. skal oc Gunnar opth nemdar haugga allan til fanga til kuernenne vm krin j bakkunum huat han uidar þarf oc hans epter komande. uar þetta bref gior(t) a fyrnemdom garde a xx are rikis okars virdulex herra herra Eriks medar guds nad Noreges konungs. Oc til sannynda her vm settom mith okor jnsigli firir þetta bref er giort var deghi oc are sem segir."
"1";"624";"Ollum monnum þæim sem þetta bref sea ædher hœyra senda Smidher Þorgiulsson ok Þorgiuls Smidsson q. g. ok sina kunnikt gerande at mit varom a Þiliastiore a þosdagin nesta firir Matheos *messos sem liger i Hegini a eino are ok xxta okkars vyrdulix herra Eriks med gudz nadh Noregs kononger. tok þa Þorgiuls Vigleiksson konongs vmbods man i Hegini tuegia manna vitne er sua æita Igemunder Steinnulfsson ok Joron egin kona hans ok a bok suoro at þau visto at þet þrigia aura bol jarder sem Treginborg kirkia aa atte x alna nidher j engena lengre en noo er gert ok fylde frialsliga no firir þremmer arom minne en xxx ok halua tolfta mæla stongh breit. tok en Þorgiuls Vigleiksson eins mans vitne er sua eiter Ragnilla Porsa dotter ok a bok suor at hon viste at fyrnemht þrigiæ aura bol fylde frialsliga sua langh sem Igemunder ok Joron suoro no firir tueim arom minne en xxx. kendesz ok Sebiorn Þosteinsson firir os ok morgom odrum god hum monnum at han hafde gert þet vt af þy þrigia aura bole ok at han var þa logliga firir stemfder at lyda þy proue. ok til sannynda her vm sette Þorgiuls Vigleiksson sit jnsigli med okkrom firir þetta bref er gort var degi ok are sem fyr segir."
"1";"625";"Ollum monnum þæim sæm þettæ bref sea eder høyræ sendæ Hæimminger Gyrdzsson vicarius a Hofwe a Þootne Olafwer Iacobsson vmbodz man herræ Ogmundz Boolz ok Sighurder Ottæson logretto man a Þootne q. g. ok s. kunnikt gerande. at meer varum a Hofwine j øynne helgho j zestofwnnæ neer Nikulos Peterssyni a freadaghen nest efter Martæins messo a æino aræ ok xx#te rikis wars virdulegs herræ herræ Erikx med gudz naadh Noregs konongns þui j hia. soom ok høyrdum a at Nikulos Petersson ok Sigrid værmoder hans heldo j hond siræ Gudþorms koorsbroders j Hamre ok preste a Hofwe a Þootne ok kendudz at þau hofdu sælt siræ Gudthorme a Hofwe halft þridhiæ hæfzeldæ bool iærder j Hialpeer stæine ok mæles smørs bool j nedræ gardenum j Fylkyshaughe er liggiæ j Fiælstz sokn a Þotne med ollum lunnyndum fornum ok nyghium wtten gardz ok innen fralst ok hæimolt firir hworium manne firir æin graan hest sæm siræ Gudthormer fyrnæmfder hafde fengit þæim ok lokeet j þet sama iærder værd. Til sannyndæ her vm settom wer wor insigli firir þettæ bref er gort j stad a deghi ok are sæm fyr seghir."
"1";"626";"[Ollum] monnum þeim sæm þettæ bref se æder høre s . . . . . . . . . . . . . . . . . . . . Þorder Aslæson ok Haluarder valibrander q. g. ok . . . . . . . . . . . . . . . . j prestgardhenom a Faghabergie in dominica sex[agesima . . . . . . . . . rikis vars virdolix herræ herræ Eiriks meder gudzs n[aad Noregs konongs sag]om ok hørdom a at þeir heldo hondom saman af eine halfuo Vlfuedhen Petersson en a[f a]dræ Anders Eiuinderson meder þeim skilmalæ at vm þa þrettho er þeir hofdo sina millom vm reidægifth af Øyre ok so vm Tofualidh ok oll onnor þeiræ fiarskipthe er siræ Vlfuedhen þotthezs vera mishalden af fyrnemfdom Andrese: þa logdo þeir vnder twa men huar þeiræ þessæ alnemfdæ siræ Gudþorm Ogmundæson ok siræ Þorkiæl Gunnersson Þorstein Gunnersson ok Eirik Amundæson bryter ein af þessom þa sogdozs þeir skula taka man j mans stadh. ok skuldhe þo grippæ ændælighen ok vbrigdælighen doom vm *siltimen þer nesth efter vider Faghabergs kirkiu æder odrom stadh er þeim badom at nøger. Sogdozs þeir þer þa skula koma huar meder sino profue vtthen oll forfal so framth vm þeir være lifs ok þen doom at haldæ huar a sinæ vegne er þesser goder men viliæ døømth hafua. Til sanzs vitnesburder her vm settom mer wor inzsigle firi þettæ bref er giorth var a deighi ok timæ sæm fyr seighir."
"1";"627";"Ollum monnum þæim sem þetta bref sea eder høyra sender Jacob med gudz nad biskuper j Oslo q. g. oc sina kunnikt gerande at wer hafuum med rade oc samþykt waara kæra suna sira Haluardz Gudileikssunar ercheprestins oc sira Vlfs Asleifssunar officialis sem þa nær oss waro jerda skipte giort med warom kæra syni sira Øystæine preste a Eidzberghe j sua mato at wer fængom honom jerder kirkiunne at Eidzberge øres bol oc xv penings bol j Austby oc øres bol j Mædalgarde j Hærelanda sokn en han fek kirkiunne after j mote half annars øres bol j Vglodali til æuerdelighæ æigho oc allz afrædis med ollum lutum oc lunnindom sæm til liggia eder læget hafua fra forno oc nyo vtan gardz oc jnnan. sculu oc jærderna huer adra frealsa. Til mera wisso her vm sætte fyrnemfder siræ Haluarder oc siræ Vlfuer siin jncigle med mino secreto firir þetta bref er gort var a Eidzberghe a kyndils messo dagh anno domini mcdxo."
"1";"628";"Ollom monnom þeim som þetta bref seia edher høyra sendir Halfuarder Rolfsson vmbodzs mader j Skaun skipreido q. guds oc sinæ kunnught gørandæ at ek waar j Rudi j Rakastada sokn a fredagen fyrsto a sumbre a eino are oc xxta rikis mins wirdulegs herre Eiriks meder guds nad Noregs konongs a retto stenfno miliom Reidars Ketiulssonar oc Eiriks Hakonsonar vm arf oc fiarrekningh eftir Rognogo Liozsdotter eigin kona Reidars var gud henne saal hafue. kendos þa badr at þa var rettar oc logliga stenfnodagar leide þa Reidar twegia mannæ witni skilrika er swa eita Seli Ifuersson oc Tryggar Andresson oc a boc sworo meder fullum eidstaf at Rognogh Liozsdotter gaf Reidare husbonda sinom at swa reiknazs penings boll oc øyris boll jarder j Rudi til efverliga eigo j swa mate at han skuldæ halda hona veell medan hennæ lif varæ. oc hon var j heimilæ Reidars nigio aar sio(n)laus oc Ræidars fek hona badæ til kros oc kiorkio heima oc borto som ein doandæ man. nemdæ þa Halfvardær sex men j dom er swa eita Salmunder Gunnarsson Birgir oc Þorgeir Trygssynyr Helgi Amundzsson Þorder Salmundæson oc Gyrder Þoresson. gengom meer saman oc jnvyrdulega at hugdom oc vaar þet vaar domar at Reidar Keitulsson skal hafua oc eigo fyrnemda jordh til euerligo eigo en alt lausa godzs skal Reidar framleigia til helmnings medder eidæ sinom oc tweir men sannæ hans (eid) at þesso lokno þa ero þeir satter oc alsatter vm firnemdh arf. hafde þa Reidar framboret heilan peningh oc halfuan oc wan eidan eftir dome oc þesse gode men sannadæ hans eid er swa eita Gunnar hostigar oc Reidar Endridzsson. waar oc domrof vidr lakt. Oc til sanninde settom meer waar jnsigli som j domeno(m) varo firir þetta bref er giort vaar deigi oc are som fyr seigir."
"1";"629";"Ollum monnum þæim sæm þetta bref sea æder høyra sænda Hakon Gudþormusson koorsbroder j Oslo ok prester a Sandom Aslakar Audunsson Arne Drengsson ok Borgar Vlfsson q. g. ok sina kunnikt gerande at meer warom j Sanda kirkiugarde a sunnodagen nesta æftir sumarneter a adro are ok xx rikis wars wyrduliks herra herra Eriks meder gudz nadh Noreks konongs sagom ok ifuirlasom bref godra manna vndir hæilom hangandom ok vskaddom jnsiglom sua vatbande ordh fra orde sæm her æftir fylgir [Nu fölger Brev No. 561.] Ok til sanynda her vm sættom meer wor jnsigli firir þetta transscriptum er giort war dagi ok are sæm fyr sægir."
"1";"630";"Thet see allom godhom monnom kvnnikt at jek Gavte Eriksson redere kennes thes med thesse mine opne breffve at jek haver givet Niklæsse Pædersson minom sven fore sine thyæniste løn jordh mine thrigge marke boll j Bonom som liger j Sandene sokn a Væstfoldene fryælst oc hemholt firir hvoriom manne med allom lvtvm oc lvnnendvm sem till ligger æder leget hever fra forno oc nyæ vtan gardz oc jnnen til everdelighe eghya oc alls affrædes hanvm oc hans ærvinghom som firir stænder oc til visse oc sanninde sætte jekh mith jnsigle fore thette breff ær giort var j Scidhe a Olaffsvoke dach a adre are oc xx rikis mins virdvlighs herra herra Eriks med gvdes nadh Nor(e)x konvngs."
"1";"631";"Ollum monnum þeim sem þetta bref sea eder hœyra sænda Balthazar fan Damme Olafur Þoresson Aruidr Jngieldsson Jon Þordasson Sigurder Vnasson Alfuer Þorsteinsson Haldan Magnusson Ellender Jonsson raadmæn j Berguen. q. g. ok sina. kunnikt gœrande. att wer uarum. j maalstofwnne j biskups gardenom j Berguen a manadagen nesta firir Nicholaus dag. anno domini mo. cdo. xjo. nær uærandum heiderligum herra ok andeligum fadr herra Aslak med gudz naad biskup i Berguen. herra abote at Munklifue. ok koorsbrœdrum þes sama stadar logmannenum ok fleirum adrum godum monnum hia uærandum Snubba Peterssyni þar firir komnum ok Jussa Olafssyni fyrnempder Snubbe j fullo vmbode Peter(s) Olafsson a kung doomsens vægna, ok hœyrdum ok saom a. er erligen man ok vælboren Swale Reimar. lææt vp læsa. twæggia konunga bref. ok stadfesto. konung Magnus ok konung Hakons. vara vyrduliga herra godar aminningar med þeira heilum hangandum ok *uskuddum rikisens rade jnciglum. sem vattade vm þæær jordar ok goodz. sem Oudon hestakorn [atte ok] fyrnempdr vyrdulige herra konungane hafdo vnt ok gifuet erligvm manne herra Otta Reimar. efter þy sem þau bref uatta þar vm gord med ollum sinum greinum ok articulis. Sporde Swala þa Snubba Petersson j huat matta han hafde vpboret landskylder af þeim iordum. sagde han at han viste eyg mykit af. huar þa landskyld vp bar. vttan hafuer Peter Olafsson þat gort eder hans bod. þa swarar han þar væl till. krafde Swale fyrnempder Snub Petersson a Peters Olafsson uægna. ef han hafde bætre biuisning en Suala firir sik hafde. suarade Snubbe þar til ok sporde Swala. en han hafde. vaars nadugs herra konung Eirik(s) stadfesto ok drotning Margreta. vppa þat fyrnempda goodz swarade Swale at hans biuisning laa j Oslo. þar vm væl gømbd baud Swale sik til log ok ræt vm fyrnempd goodz ok firirbaud huarium manne þar af landskylder taka eder taka lata. hindra eder hindra lata. ok loguarde han þat goodz vnder sik ok lagde vider raan [ok i]fuer uælle huar þat goodz. af honom take eder hindrade vttan doms ok lagha ok þan sama ræt ok log baud fyrnemp der Swala Reimar vppa almænnings stæfno. en sidan margum monnum hia uærandum sem fyr sæger. ok til sanninda her vm sættom meer vaar jncigle firir þetta bref er gort var j stad degi ok are sem fyr sæger."
"1";"632";"Ollum monnum þeim sem þetta bref seia ædher hæyra sendher Alfiner Brynyulf(sson) suoren lagretto man a Vos q. g. ok sina ek vil jdher kunikt gøra ad ek var a Haugum a Vos morgum arum fyr en Jorundher Arnason dødhe hæyrdhi a ad fyr nemdher Jorundher Arnason gaf Odhe Botolfssyni alt Rogn æftir sina daga sem lig- gor i Vanx kirkio sokn a Vos frialst ok hæimolt fir huærium manne ok hustru Asa Hafuarda doter tok þa j hond Jorund Arnason ok þakkadhe honom fir ok til sanendha her vm setti ek mit jnsigl fir þatta bref er giort var a manadagen nest æftir kyndiulsmesso dag a iii are ok xx rikis mins vyrdulegx *harra Eirik med gudz nad Norekx konung."
"1";"633";"Þet se ollum godhum monnum kunuckt at mit Androder Grimsson ok Andres Þorgrimsson logretomen warom a Frastadhom konungsgarddenom j Wardale a huitæsunno æfthan till doms krafdir ok iiii logretomen meder okker wm abudæfal ok grasnam eftir logmans dome. matom meer mork j abudæfal en adræ j grasnamz wp a Þorgrim Þorstæinsson, gæingo þer ok twau skilrik witne meder boker æidi at Olæifuer hafde stemft fyrnemfdhom Þorgrime a wapnæþinge nu j fastonne till logþingis till Æidzwallæ wm Botolf woku nu komande firir logmannen ok logretonæ þer at gøra log ok ret w fyrsagdhan konunghs gard j Frastadhom. krafde ok Ogmunder konungs wmbotzmader ok Olæifuer adernemfdhan Þorgrim afterlogu meder æidi þet er han hafde brot flut af fyrnemfdhom konunghs gard efter þy sem logmannen hafde dømt. wilde Þorgrimer þa æingæn æid sweriæ. till sanynde her wm setto mit okkor incigle firir þettæ bref er gor(t) war a þridiæ are ok xxtæ. rikis okkars wyrdulex herræ herræ Eriks meder guds nad Noregs konungh."
"1";"634";"Þet se ollum godum monnum kunnikt at ek Jon Arnasun wmbodhz man barna Þoreirs Ellingsunar ok moder brodeir þeira keænnis meder þeæsso mino oppno brefue at ek hefuer wppboret af Þolfue Kettiulssyni tuuo kyrlog sum efter stod wmfram þet tueæggia markaboll sum Þolfuer fyrnemder hafde loket Þorere j Hofda j øfra gardenum j Tubdalle frialst ok heimolt firir hioirium manne firir þa atwissta sokh sum Þolfue tidnemdum war gefuein wm afthak Jons Asgeirssunar. þeær firir geæfuer ek tidnemdan Þolf Kettiulssun quittan ok allungis lidugan firir adernemd ij kyrlagh ok jordh sum j er skilt. til saninda heær wm sete ek mit jnsigli firir þetta bref er giort war j Biornagarde j Oslo a Jons wokku eæftannein a iij are ok xx rikis mins wirdilix herra herra Eirikx meder gudz nadh Norikx Suerikis Weænda ok Dannmarkhzs Weænda ok Gotta kununger ok heærtoge ifuer Pommeær."
"1";"635";"Ollum monnum þæim som þetta bref seia edher høyra senda Karl Vlfson vefnare Gunnar Þolleifson prestar j Þosnese oc Biorn Siggurdeson q. g. oc sine kkunnught gørande at mer varom j Hun a sunnodagen nesta firir Margreto møsso a iii are oc xx rikis wars wyrdulegs herre Eiriks med guds nad Noregs kongs sagom oc hørdom at lyst war kaupa felagh þeira Halfuarder Siggurdeson oc Borgildo Þoresdotter j brydlaupe þeira at helmnings felagh þeira j mellom bade j lauso oc fasto vm þau wordo barnom saman bundin oc alt þet som þeim kunno til fiar at falle oc jatade fader henne Borgildo som Thorer j Hun eitir henne sannar arfue oc til sannindæ settom mer war jnsigli firir þetta bref er giort var deigi oc are som fir seigir."
"1";"636";"Ollum monnum þeim sem þetta bref sea eder høyra sender Hinrik Hermansson prester a Molandum a Þelamork. kuadiu g. ok sina. kunnikt gerande at vm Mikials messo ok a xxiiii are rikis mins virdulegx herra herra Eirikx med gudz naadh Noregx konongx. var ek j Molande kirkiu garde saa ek ok høyrde aa at Stein Þorgrimsson viderkendis firi mik ok morghum adhrum godhom monnum at allan þen vlut ok forþukka sem han gerde Aslake af Laufdale frende sinom þet gørde han a vegna Eirikx a Lande. ok han iattade ok suara þy bade firi kononge ok karle. elliga skuldæ han verda vgiftin. Till sannynda her vm ok meire sannynde setti þesser godher men Biorn Olfuirsson ok Rolleifuer Anbiornsson loghrette men sin incigli med mino firi þetta bref er gort var a degi ok aare sem fyr sægir."
"1";"637";"Ollum monnum þæim sem þetta bref se ædher høyra sender Haluarder Olafsson Tostein Helghason logretto men j Hafdindale q. g. ok sina kunnikt gerande at þer varum meer neer a *Micihiols messo dagh ok a iiij are ok xx rikis waars virdulix herra herra Eirik(s) medher gudhz naadh Norix konongs en Þorbiorn hnuper selde Gudbrandhe Siugurdarsyni so mykit sem modher fyrnemps Þorbiarnar atte j Sunrine firir iiij kyrlog ok xx ok so mykit sem Bergsu(e)in brodher optnemps Þorbiarnar atte j medher honum j Sunrine j Aals sokn j Hafdindale frialz ok heimolt fore seer ok ollom minon epterkomande medher lutum ok lunnendum sem til ligger ok leghet hefuer fra forno ok nyo vtten garz ok innan var ok Borggild Ellenss dotter j þy sama handabandhe sem Þorbiorn Hnupsson seldhe Gudbrandhe Siugurdarsyni fyrsagdha jord ok reettar vplykter, kændiz ok fyrnempdh Borgild at hun hafdhe vp borit fyrsta pening ok øfsta ok alla þer j mellium sem j kaup þeira kom ok vndhan fyrsagdhar Borgilda ok hennar epterkomandhe ok vnder optnempdhan Gudbrand ok hans ærfuingia til æuerduligha eighu. Oc til sannenda her vm sette meer okkur jnscigle fore þetta bref en giort var a Stafuinne manodaghen nestan fore iolaptan a deghi oc are sem fyr seigher."
"1";"638";"Ollum monnum þæm sæm þetta bref sea adder høyra sender Eleefuer Biørnsson ok Torsten Jonsson logrettomen j Gudhakirs tinga j ydra lutin a Hedhmarkinne q. g. ok sina. Meer vilium jdher kunigt gera at vi hafwm þæt hørt at sæghia ok firi gudhi sat væra at Niculas Vluedhinsson sette Þoræ Tostenssyni xv auræ bool jordher j Hornborstodhom sæm ligger j Lautene sokn a Fauskom j bøtir eftir fadhur sin Torsten . . . . . . sæm fyrnemder Niclis hafde vordhith at skadha ofiri sønia festo ok Botiller Grimsdotter Torstene Skeldulfssyni vitnisbordh medh ja ok handerbande tessom godhum monnum hia varandum Tolleiuer Pætarsson logrettoman j sama stadh till mere sanninda settom mith var jnssigle firi þetta er gort vart manadaghin j adhre viku fasto a iiijdæ aure ok xxtæ rikis vars vyrdeliks herra Eriks medh gudhz nadh Noriks konungs."
"1";"639";"Allum mannum them sem thette breff sya æder høyre sender Jon Kyædelsson prester oc profaster aa Gerpene Olaff Olaffsson Jesse Jacopsson oc Æsbyørn Jensson q. g. ok sinæ kvnnikt gerende at mer varvm aa Gerpene aa kørkmøsse dagen a fyorde are oc xx rikis vars virdvliks herra her Eriks med gvdes nadh Norex kononger saghom oc hørdom o(c) jnvirdvlighe jver læsith breff vnder ens godz mans jnsigle sva lvdende ordh ffra ordhe som her epter seger. [Nu fölger Brev No. 629.] Oc til saninde sætte mer var jnsigle fore thette transcripte breff ær giort var a daghie oc are sem fir segher."
"1";"640";"Mer Helga abbadiis j Gymsøy oc conuenta syster alla þess samasta[dar] kennomst med þesso waro brefue at meer hafuom gifuit erlege fru Jngeborgho Ellings dottor quitta oc allungis lidugha firi oss ok warom [ef]terkomandum firi alt þat vmbod er hon hafuer her til haft a wara wegna ok klausterens wm wara jardher j Nordlandum, hefur ok hon gort ooss fulla regningh ok alla efter þui sem oss atnøgher. þar firi gifuom wer henne ok hennars erfuingia quitta ok allungis lidugha firi oss ok warom efterkomandum. Til sannindæ her wm sættom wer wart jncigli med conuentona incigli firi þetta bref er gort war j Gymsøy ipso die beati Nicolai episcopi et confessoris anno domini mo. ccco. terciodecimo."
"1";"641";"Ollum monnum þeim sem þetta bref se *ellas høra sendir ek Magnus Bæintzson prester ok minne frw droninghenne cappellan qvedio gudz ok sina kunnigth gierande at þa sem ek var fru Katrinar cappellan j Hest by sem herra Ogmundz Finndzsons hustrv var gudh (hans) sal have sem drotzete var i Noreghe þa hørde ek henne sighia ofta ok tydhom at hon spvrde ok hørde af herra Aghmundar Finndzsonar mvnn heilom ok vsivkivm ath han sagdhe sigh einga andra erfvingia hava fore gudhe vtan herra Jon Hafthoresson ok hans brodr herra Sygurdh Hafthoresson ok sagdh(e) hon ofta ok tijdhom at hon spurde herra Agmvnd Finnzsson j sin ydazta tima hvo sem hans erfuinggia v ro tha svarade hann henne ok sagde so at hann viste sigh einga andra erfvingia hafva vtan herra Jon Haftorsson oc hans brodar herra Sygurdh Haftoresson. Svarade tha Thor kavgr ok sagde sigh vara hans frøinda. svarade honom frw Katrina swa. þetta hafer ek af minom herra vel hørt hvaro sem þen frændzseme er af komin at þin fadher var ei skilgetin. svarade tha Thor kogr oc sagde so at hafde min fader varit skilgetin tha hafde ek varith drotzetans arfue. vil ek þessa for scrifuada articula sanna oc sveria nær sem þet kan vidhr þvrfa. oc til saninda her vm heingir ek mitth jnsighli fore þetta bref (er) giort var j Helsingiaborgh anno domini mo. cccco. xiiijo. odinsdaghin næsta fore Fabiani ok Sebastiani dagh."
"1";"642";"Ollum monnum þeim sem þetta bref see edr heyra senda Arne med gudhz n𝕒dh biskup j Sk𝕒laholte ok Stein med samre n𝕒dh abote j Munklife j Berguen quedio gudz ok sina kvnnigth gierande ath vij saghom ok ofer l𝕒som opid bref sira Maghnus med hans heilo ok vskaddo heinganda jncighli so ludhanda ordh efter ordh sem her segir. [Nu fölger foreg. No. 640.] Oc til meire visso ok sanninda her vm setom vij vor jncighli firir þessa transcriptum sem giorth var j Helsingiaborgh 𝕒 tyrsdaghin næst firir kyndils messo anno domini mo. cdo. xiiijo."
"1";"643";"Ollom monnom þæim sæm þetta bref sea æder høyra sænda Sigurder Eiwindsson Olafwer Arnason Willialmer Olafsson logretomen j Strængiarei(d)s skipreido q. g. ok sina kungerom mer, at mer varom j hia a Øiastadom a hwitasunnodagh a v are ok xxtt rikis vars werdulægs herra herra Eirik(s) mæder guds nad Noregs *konugns sagom ok høirdom a at Þorgerder Endridadotter vider kændis firi os ok morgom adrom godom monnom at hon hafde þa hæimt ok vpboret fyrsta sal ok œfsta ok oll þær j millom firi jordena j Sandøime half vii mamata leigo sæm ligger j Þrwmo sokn j fyrnæmdre skipræidh, af sira Gynti Jonssyni presti a Øiastadom sæm þau hafdo bæde sælt Asbiorn Bærgulfsson hænnar æigin bonde gud hans sal hafuæ fyrnæmda jordh hiauerandom ok samþykkiande loglægom vmbos manni optnæmdra Þorgærdo sæm Olafuer Osmundsson æiter æn a barnanna vægna Finnær Endridarsson sæm þa var þæira loglæger vmbos man, afhænde hon þa fyrnæmdom sira Gynti ader næmda jord nædra Sandæim, honom ok hans arwingiom til æværdulæga eignar mæder lutum ok lunnændom sæm til liggia ok leget hafua fra forno ok nyo vttan gardz ok jnnan engo vndan skildo, frialsa ok akærolausa firi ollom loglægom agongom mæder ja ok handarbande bæggias þæira vmbosmannanna Olafs ok Finz fyrnæmdra. Til sannænda her vm sættom mær var jnsigle firi þetta bræf ær giort var a Øiastadom degi ok are sem fyr segir."
"1";"644";"Allwm monnum þeim sem þetta breff sææ æder hæyra senda Swale Ræmare Einar Endridason laghman j Bærghwin Thorgauter Sæmundzson vndirfwtte j samastadh Olaf Thorisson Aslak Wlfsson Olaf Thosteinsson. Petur Janisson Jon Ellingsson raadmenn j samastadh quediu gudsz ok woora. kwnnigth gærande ath koomu *forris oos ij profastagardin i Bærghuin biskeidine tysker kaupmen ok keerdu vpp aa Baltazar fander Dammen wmm thet wrek ok godzs. sem þar var ath komith j hans lønæ aa Swnhordulande. sem hann hawer af wors herra konnunghsins naadh. wildu þa fyrnemdir kaupmenn hafua godszit j gææn af fyrnemdum Baltazar ok vilde hann þat eingha leidis ower gifwa aa wors herra konvnghsins vegna vtan med rætha. koomw þei þær þa aa badar sydur foor ein reth. ok geingum wi þaa til saman eftir þeirre aakerw sem þa fore oss koom. eftir þj besta samwitke sem gudh hafdi oss læenth. ok skododum invirdulighæ badi þeirra præuilegia ok laughbokina. ok kwnnu vij þa eintidh sannarra fiinna. eftir þj ath þar einghin bref æder beuisingh æda ljfuandis vitne koomu. sem that wildu sweria. hwem þat godz til hæyrde j stadinna. Fwndum vj that þa foore ein reth that godszith skal blifua j eina godha biuaringh vndir mijns herra konungxsins nadh. frij oc wmbiuarath swa lejnghæ ath opth nemfndir kauphmen af Bærghuin ok Baltazar koma foorir hanum. ok þar med oforsæmath vors herra kongsins reth ok þeirra priuilegia. þar hafum wi øinthid ofwer tackith. Ok til meire sannjndæ her wmm settum wj wor jnsighle fore þetta bref (sem) gorth war j Bærghuin die purificacionis sancte Marie virginis anno domini millessimo cccco. xvo."
"1";"645";"Þet se ollum monnum *kungnit at ek Lafrandz Kolbiornesson prester var a Kømestadum kienedz meder þesso minu ofno brefve at ek gaf ok afhende sira Gunnere Jonssyne tvegiæ auræ booll jærder j neste Kiisse sem ligger j Steirolf kirkiu sokn a Neese a Heidmarkenne viist firir v arum ok xl þa er sira Gunner fyrnemder sogn sine fyrste møsso frialst ok heimolt firir hvarium manne till sanynde her vm setti ek mit jnsigle firir þettæ bref er skrifvet var a þorsdagen j fystu viku fasto a vi are (ok) xx rikis mins virduligs herræ herræ Eiriks meder gudz naad Noregs *konugns."
"1";"646";"Ollum monnum þæm sæm þetta bref sæ æder høra sendir Hawarder Þorsteinsson prester aa Kømestadum Gunnar Holtæsson ok Ormær Swenszsson lokrette men q. g. ok sino kunninktgerande at mer varum i Gulconnærudi eer ligger i Hotthestada sokn aa Heidmarkonnæ manadaghin nest epter sidoro Maria messo aa xxvi are rikis wars virdulighs herra herra Erik meder guds naadh Noregs Swerikes ok Dana konongs i hia ok saam ok hørdum aa at þau heldo haandum saman af enno halwo Ormer Þorsteins sson en af annore Gudlaug Lafrinsz dotter kændis þa Ormer fornemder at han hafde sælt Estenæ Halwarz syni (er) hwsbonde henneræ waar alt Gulconnærudh frialst ok heimalt firi hwariom manne til euerdeligho æigo ok altz afrædis honum ok hans erwingiom meder allum lunnyndum nera ok fiarre liggendum. jtem kendis þa Ormer þraatnempder at han hafde vpbyrith fyrsta peninga ok øpsta ok allo þær i mellum eeptir þwi som i kaup þærre kom. Til sannyndæ hær vm settom wer wor inzigli firi þetta bref er goort var stad deghi ok are sæm fyrsæghir."
